Units,Sales per Unit,Cost per Unit,Ship Speed Rank,State/Province Freq,City Freq,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Region_Atlantic,Region_Gulf,Region_Interior,Region_Pacific,Factory_Chocolate,Factory_Other,Factory_Sugar,Country/Region_Canada,Country/Region_United States
5,3.6,1.2,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.02177246243483594,0.002351017070428294,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.6,1.2,1,0.02177246243483594,0.0027598896044158236,True,False,False,False,False,False,False,True,True,False,False,False,True
5,3.6,1.2,3,0.19584994378002657,0.0009199632014719411,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.25,1.14,3,0.19584994378002657,0.0009199632014719411,False,False,False,True,False,False,False,True,True,False,False,False,True
6,3.6,1.2,3,0.19584994378002657,0.0009199632014719411,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.6,1.2,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.75,1.3,0,0.05754880915874476,0.05243790248390064,False,True,False,False,True,False,False,False,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.013390575488091588,0.005621997342328529,False,False,False,True,False,True,False,False,True,False,False,False,True
6,3.25,1.14,1,0.008892977614228765,0.0013288357354594705,True,False,False,False,False,False,True,False,True,False,False,False,True
3,3.49,1.0,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
3,3.6,1.0999999999999999,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
4,3.25,1.14,2,0.09812940815700705,0.037207400592865175,False,False,True,False,False,False,True,False,True,False,False,False,True
7,3.6,1.1,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
7,3.25,1.1400000000000001,0,0.10978227537565165,0.08944086680977205,False,True,False,False,True,False,False,False,True,False,False,False,True
3,3.6,1.2,0,0.10978227537565165,0.08944086680977205,False,True,False,False,True,False,False,False,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.0066441786772973525,0.0004088725339875294,False,False,False,True,False,False,True,False,True,False,False,False,True
7,3.75,1.3,0,0.10978227537565165,0.08944086680977205,False,True,False,False,True,False,False,False,True,False,False,False,True
6,3.25,1.14,3,0.005213124808341,0.0009199632014719411,False,False,False,True,False,True,False,False,True,False,False,False,True
6,3.25,1.14,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.25,1.14,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.25,1.14,2,0.005213124808341,0.0027598896044158236,False,False,True,False,True,False,False,False,True,False,False,False,True
4,3.49,1.0,3,0.011857303485638352,0.015843810692016763,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.75,1.3,3,0.04926914034549729,0.041704998466728,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.6,1.2,2,0.005213124808341,0.0027598896044158236,False,False,True,False,True,False,False,False,True,False,False,False,True
2,3.49,1.0,2,0.005213124808341,0.0027598896044158236,False,False,True,False,True,False,False,False,True,False,False,False,True
2,3.75,1.3,3,0.04926914034549729,0.041704998466728,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.25,1.14,2,0.005213124808341,0.0027598896044158236,False,False,True,False,True,False,False,False,True,False,False,False,True
5,3.6,1.1,3,0.09812940815700705,0.015741592558519882,False,False,False,True,False,False,True,False,True,False,False,False,True
1,3.49,1.0,3,0.09812940815700705,0.015741592558519882,False,False,False,True,False,False,True,False,True,False,False,False,True
7,3.25,1.1400000000000001,3,0.09812940815700705,0.015741592558519882,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.25,1.14,3,0.09812940815700705,0.015741592558519882,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.6,1.2,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
5,3.75,1.3,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.6,1.2,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
2,3.6,1.1,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.25,1.14,1,0.09812940815700705,0.037207400592865175,True,False,False,False,False,False,True,False,True,False,False,False,True
3,3.49,1.0,1,0.0066441786772973525,0.0002044362669937647,True,False,False,False,False,False,True,False,True,False,False,False,True
9,3.49,1.0,1,0.010221813349688235,0.004088725339875294,True,False,False,False,True,False,False,False,True,False,False,False,True
3,3.25,1.14,3,0.19584994378002657,0.0016354901359501176,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.75,1.3,1,0.0066441786772973525,0.0002044362669937647,True,False,False,False,False,False,True,False,True,False,False,False,True
1,3.49,1.0,3,0.0021465808034345293,0.0004088725339875294,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.75,1.3,2,0.021465808034345293,0.015843810692016763,False,False,True,False,False,True,False,False,True,False,False,False,True
3,1.25,0.6,2,0.021465808034345293,0.015843810692016763,False,False,True,False,False,True,False,False,False,True,False,False,True
1,3.6,1.1,0,0.19584994378002657,0.04967801287948482,False,True,False,False,False,False,False,True,True,False,False,False,True
2,3.6,1.2,2,0.013186139221097824,0.004293161606869059,False,False,True,False,True,False,False,False,True,False,False,False,True
2,3.6,1.1,2,0.013186139221097824,0.004293161606869059,False,False,True,False,True,False,False,False,True,False,False,False,True
7,3.75,1.3,2,0.013186139221097824,0.004293161606869059,False,False,True,False,True,False,False,False,True,False,False,False,True
2,3.6,1.1,0,0.19584994378002657,0.04967801287948482,False,True,False,False,False,False,False,True,True,False,False,False,True
2,3.49,1.0,0,0.19584994378002657,0.04967801287948482,False,True,False,False,False,False,False,True,True,False,False,False,True
1,3.6,1.1,3,0.10978227537565165,0.0008177450679750588,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.2,2,0.005417561075334764,0.005417561075334764,False,False,True,False,True,False,False,False,True,False,False,True,False
2,3.6,1.1,2,0.005417561075334764,0.005417561075334764,False,False,True,False,True,False,False,False,True,False,False,True,False
1,3.75,1.3,2,0.005417561075334764,0.005417561075334764,False,False,True,False,True,False,False,False,True,False,False,True,False
5,3.75,1.3,2,0.010732904017172647,0.004293161606869059,False,False,True,False,False,False,True,False,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.2,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
3,3.25,1.14,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
9,3.5999999999999996,1.1,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
5,3.75,1.3,3,0.025452315240723705,0.011550649085147704,False,False,False,True,False,False,True,False,True,False,False,False,True
1,3.75,1.3,3,0.025452315240723705,0.011550649085147704,False,False,False,True,False,False,True,False,True,False,False,False,True
2,3.6,1.2,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
3,3.6,1.2,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
2,3.49,1.0,3,0.038127363794337114,0.012572830420116528,False,False,False,True,False,True,False,False,True,False,False,False,True
3,3.25,1.14,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
3,3.25,1.14,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.2,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
1,3.75,1.3,3,0.025452315240723705,0.011550649085147704,False,False,False,True,False,False,True,False,True,False,False,False,True
4,3.25,1.14,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
5,3.4899999999999998,1.0,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
2,3.25,1.14,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
4,3.6,1.1,3,0.011857303485638352,0.0010221813349688236,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.25,1.14,3,0.008892977614228765,0.0008177450679750588,False,False,False,True,False,False,True,False,True,False,False,False,True
5,3.4899999999999998,1.0,3,0.025452315240723705,0.011550649085147704,False,False,False,True,False,False,True,False,True,False,False,False,True
4,3.6,1.2,3,0.008892977614228765,0.0008177450679750588,False,False,False,True,False,False,True,False,True,False,False,False,True
1,3.75,1.3,3,0.008892977614228765,0.0008177450679750588,False,False,False,True,False,False,True,False,True,False,False,False,True
4,3.6,1.2,3,0.011857303485638352,0.0010221813349688236,False,False,False,True,False,False,False,True,True,False,False,False,True
7,3.6,1.1,3,0.011857303485638352,0.0010221813349688236,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.49,1.0,3,0.024532352039251762,0.0021465808034345293,False,False,False,True,False,True,False,False,True,False,False,False,True
2,3.6,1.2,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.1,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.75,1.3,0,0.19584994378002657,0.0007155269344781764,False,True,False,False,False,False,False,True,True,False,False,False,True
7,3.25,1.1400000000000001,1,0.024532352039251762,0.0013288357354594705,True,False,False,False,False,True,False,False,True,False,False,False,True
5,3.4899999999999998,1.0,3,0.19584994378002657,0.00010221813349688235,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.49,1.0,2,0.014923847490544822,0.008688541347234999,False,False,True,False,False,False,True,False,True,False,False,False,True
3,3.75,1.3,3,0.017990391495451293,0.0007155269344781764,False,False,False,True,False,True,False,False,True,False,False,False,True
3,3.75,1.3,1,0.05754880915874476,0.05243790248390064,True,False,False,False,True,False,False,False,True,False,False,False,True
7,3.4899999999999998,1.0,3,0.19584994378002657,0.002657671470918941,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.75,1.3,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.6,1.2,3,0.19584994378002657,0.002657671470918941,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.75,1.3,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.25,1.14,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.49,1.0,3,0.02177246243483594,0.006337524276806706,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.75,1.3,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.2,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.25,1.14,3,0.02177246243483594,0.006337524276806706,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.75,1.3,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
8,3.75,1.3,3,0.02177246243483594,0.006337524276806706,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.49,1.0,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
7,3.75,1.3,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
5,3.75,1.3,3,0.02177246243483594,0.006337524276806706,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.25,1.14,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.75,1.3,3,0.02177246243483594,0.002351017070428294,False,False,False,True,False,False,False,True,True,False,False,False,True
9,3.5999999999999996,1.1,3,0.013186139221097824,0.0005110906674844118,False,False,False,True,True,False,False,False,True,False,False,False,True
7,3.25,1.1400000000000001,3,0.02177246243483594,0.002351017070428294,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.6,1.1,3,0.02177246243483594,0.002351017070428294,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.49,1.0,3,0.02177246243483594,0.002351017070428294,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.6,1.0999999999999999,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
3,3.6,1.2,3,0.04620259634059082,0.015843810692016763,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.6,1.1,3,0.04620259634059082,0.015843810692016763,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.49,1.0,3,0.013390575488091588,0.0019421445364407647,False,False,False,True,False,True,False,False,True,False,False,False,True
2,3.25,1.14,3,0.04620259634059082,0.015843810692016763,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.75,1.3,3,0.05754880915874476,0.0007155269344781764,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.25,1.14,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
4,3.6,1.2,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
2,3.6,1.1,3,0.05754880915874476,0.0007155269344781764,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.6,1.2,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
1,3.75,1.3,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
6,3.75,1.3,3,0.05754880915874476,0.0007155269344781764,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.2,3,0.05754880915874476,0.0007155269344781764,False,False,False,True,True,False,False,False,True,False,False,False,True
4,3.75,1.3,3,0.05754880915874476,0.0007155269344781764,False,False,False,True,True,False,False,False,True,False,False,False,True
4,3.6,1.1,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
6,3.49,1.0,1,0.10978227537565165,0.08944086680977205,True,False,False,False,True,False,False,False,True,False,False,False,True
2,3.25,1.14,0,0.04855361341101912,0.0006133088009812941,False,True,False,False,False,False,True,False,True,False,False,False,True
3,3.49,1.0,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
3,3.49,1.0,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
8,3.75,1.3,0,0.04855361341101912,0.0006133088009812941,False,True,False,False,False,False,True,False,True,False,False,False,True
3,3.25,1.14,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
2,3.75,1.3,0,0.04855361341101912,0.0006133088009812941,False,True,False,False,False,False,True,False,True,False,False,False,True
5,3.75,1.3,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
2,3.6,1.2,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
5,3.6,1.1,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
4,3.75,1.3,0,0.04855361341101912,0.0006133088009812941,False,True,False,False,False,False,True,False,True,False,False,False,True
9,3.5999999999999996,1.1,3,0.017990391495451293,0.0037820709393846467,False,False,False,True,False,True,False,False,True,False,False,False,True
3,3.25,1.14,2,0.10978227537565165,0.08944086680977205,False,False,True,False,True,False,False,False,True,False,False,False,True
2,3.6,1.1,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
5,3.6,1.1,3,0.09812940815700705,0.005724215475825412,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.6,1.2,1,0.011857303485638352,0.0024532352039251764,True,False,False,False,False,False,False,True,True,False,False,False,True
3,3.6,1.2,3,0.09812940815700705,0.005724215475825412,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.25,1.14,2,0.04620259634059082,0.0010221813349688236,False,False,True,False,True,False,False,False,True,False,False,False,True
7,3.6,1.2,3,0.09812940815700705,0.005724215475825412,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.75,1.3,2,0.04620259634059082,0.0010221813349688236,False,False,True,False,True,False,False,False,True,False,False,False,True
2,3.75,1.3,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
4,3.49,1.0,3,0.013390575488091588,0.0019421445364407647,False,False,False,True,False,True,False,False,True,False,False,False,True
7,3.25,1.1400000000000001,3,0.013390575488091588,0.0019421445364407647,False,False,False,True,False,True,False,False,True,False,False,False,True
3,3.25,1.14,2,0.04620259634059082,0.0010221813349688236,False,False,True,False,True,False,False,False,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.013390575488091588,0.0019421445364407647,False,False,False,True,False,True,False,False,True,False,False,False,True
1,3.6,1.1,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.75,1.3,0,0.09812940815700705,0.037207400592865175,False,True,False,False,False,False,True,False,True,False,False,False,True
5,3.25,1.1400000000000001,0,0.09812940815700705,0.037207400592865175,False,True,False,False,False,False,True,False,True,False,False,False,True
4,3.75,1.3,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.25,1.14,0,0.09812940815700705,0.037207400592865175,False,True,False,False,False,False,True,False,True,False,False,False,True
1,3.6,1.1,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.75,1.3,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
5,3.6,1.1,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.75,1.3,3,0.19584994378002657,0.00010221813349688235,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.49,1.0,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.25,1.14,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.6,1.1,3,0.09812940815700705,0.015741592558519882,False,False,False,True,False,False,True,False,True,False,False,False,True
5,3.4899999999999998,1.0,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
5,3.6,1.2,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
5,3.6,1.1,3,0.04855361341101912,0.030767658182561587,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.75,1.3,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
5,3.25,1.1400000000000001,3,0.09812940815700705,0.015741592558519882,False,False,False,True,False,False,True,False,True,False,False,False,True
7,3.4899999999999998,1.0,3,0.025452315240723705,0.011550649085147704,False,False,False,True,False,False,True,False,True,False,False,False,True
2,3.6,1.1,3,0.025452315240723705,0.011550649085147704,False,False,False,True,False,False,True,False,True,False,False,False,True
7,3.75,1.3,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
5,3.6,1.1,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
9,3.25,1.14,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.25,1.14,3,0.09812940815700705,0.0005110906674844118,False,False,False,True,False,False,True,False,True,False,False,False,True
1,3.6,1.1,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,True,False,False,False,True
3,1.25,0.6,1,0.19584994378002657,0.04967801287948482,True,False,False,False,False,False,False,True,False,True,False,False,True
5,3.25,1.1400000000000001,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.25,1.14,3,0.013186139221097824,0.0036798528058877645,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.2,3,0.013186139221097824,0.0036798528058877645,False,False,False,True,True,False,False,False,True,False,False,False,True
5,3.6,1.2,3,0.013186139221097824,0.0036798528058877645,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.6,1.1,2,0.19584994378002657,0.07308596545027088,False,False,True,False,False,False,False,True,True,False,False,False,True
4,3.6,1.1,2,0.19584994378002657,0.07308596545027088,False,False,True,False,False,False,False,True,True,False,False,False,True
6,3.75,1.3,3,0.013186139221097824,0.0036798528058877645,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.75,1.3,2,0.19584994378002657,0.07308596545027088,False,False,True,False,False,False,False,True,True,False,False,False,True
2,3.6,1.2,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.75,1.3,3,0.02177246243483594,0.002964325871409588,False,False,False,True,False,False,False,True,True,False,False,False,True
2,3.6,1.2,1,0.008075232546253705,0.0013288357354594705,True,False,False,False,True,False,False,False,True,False,False,False,True
2,3.6,1.1,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
7,3.4899999999999998,1.0,3,0.024532352039251762,0.0009199632014719411,False,False,False,True,False,True,False,False,True,False,False,False,True
6,3.6,1.2,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.1,2,0.025452315240723705,0.00030665440049064706,False,False,True,False,False,False,True,False,True,False,False,False,True
3,3.75,1.3,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.6,1.1,2,0.10978227537565165,0.08944086680977205,False,False,True,False,True,False,False,False,True,False,False,False,True
3,3.6,1.2,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.49,1.0,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.49,1.0,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
5,3.4899999999999998,1.0,3,0.19584994378002657,0.04967801287948482,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.49,1.0,1,0.008075232546253705,0.0013288357354594705,True,False,False,False,True,False,False,False,True,False,False,False,True
2,3.6,1.1,3,0.011857303485638352,0.0004088725339875294,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.6,1.1,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.25,1.14,3,0.017990391495451293,0.0018399264029438822,False,False,False,True,False,True,False,False,True,False,False,False,True
2,3.6,1.1,3,0.017990391495451293,0.0018399264029438822,False,False,False,True,False,True,False,False,True,False,False,False,True
5,3.4899999999999998,1.0,3,0.017990391495451293,0.0018399264029438822,False,False,False,True,False,True,False,False,True,False,False,False,True
3,3.49,1.0,2,0.09812940815700705,0.037207400592865175,False,False,True,False,False,False,True,False,True,False,False,False,True
5,3.4899999999999998,1.0,3,0.017990391495451293,0.0018399264029438822,False,False,False,True,False,True,False,False,True,False,False,False,True
4,3.49,1.0,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
4,3.6,1.1,3,0.021465808034345293,0.0002044362669937647,False,False,False,True,False,True,False,False,True,False,False,False,True
2,3.6,1.2,3,0.008892977614228765,0.005213124808341,False,False,False,True,False,False,True,False,True,False,False,False,True
5,3.6,1.1,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
6,3.75,1.3,3,0.19584994378002657,0.016457119492998058,False,False,False,True,False,False,False,True,True,False,False,False,True
3,3.75,1.3,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3.49,1.0,3,0.008892977614228765,0.005213124808341,False,False,False,True,False,False,True,False,True,False,False,False,True
9,3.25,1.14,3,0.09812940815700705,0.037207400592865175,False,False,False,True,False,False,True,False,True,False,False,False,True
2,3.49,1.0,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.6,1.0999999999999999,3,0.04926914034549729,0.041704998466728,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.6,1.2,2,0.0041909434733721765,0.003168762138403353,False,False,True,False,False,True,False,False,True,False,False,False,True
1,3.6,1.1,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.6,1.1,3,0.04926914034549729,0.041704998466728,False,False,False,True,False,False,False,True,True,False,False,False,True
1,3.49,1.0,2,0.038127363794337114,0.0004088725339875294,False,False,True,False,False,True,False,False,True,False,False,False,True
5,3.25,1.1400000000000001,3,0.01829704589594194,0.002862107737912706,False,False,False,True,False,True,False,False,True,False,False,False,True
4,3.6,1.1,1,0.19584994378002657,0.00010221813349688235,True,False,False,False,False,False,False,True,True,False,False,False,True
2,3.6,1.2,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.49,1.0,3,0.09812940815700705,0.0019421445364407647,False,False,False,True,False,False,True,False,True,False,False,False,True
2,3.6,1.2,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.25,1.14,0,0.10978227537565165,0.08944086680977205,False,True,False,False,True,False,False,False,True,False,False,False,True
4,3.6,1.1,2,0.024532352039251762,0.0009199632014719411,False,False,True,False,False,True,False,False,True,False,False,False,True
2,3.25,1.14,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
3,3.6,1.2,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.75,1.3,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
4,3.25,1.14,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
2,3.49,1.0,0,0.10978227537565165,0.08944086680977205,False,True,False,False,True,False,False,False,True,False,False,False,True
3,3.6,1.2,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
7,3.75,1.3,3,0.19584994378002657,0.004088725339875294,False,False,False,True,False,False,False,True,True,False,False,False,True
5,3.6,1.1,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
7,3.6,1.2,3,0.10978227537565165,0.08944086680977205,False,False,False,True,True,False,False,False,True,False,False,False,True
6,3.6,1.2,3,0.05754880915874476,0.05243790248390064,False,False,False,True,True,False,False,False,True,False,False,False,True
8,3.25,1.14,3,0.005519779208831647,0.0007155269344781764,False,False,False,True,False,True,False,False,True,False,False,False,True
5,3.25,1.1400000000000001,1,0.19584994378002657,0.0010221813349688236,True,False,False,False,False,False,False,True,True,False,False,False,True
6,3.49,1.0,1,0.19584994378002657,0.0010221813349688236,True,False,False,False,False,False,False,True,True,False,False,False,True
2,3.6,1.2,3,0.004906470407850353,0.003270980271900235,False,False,False,True,True,False,False,False,True,False,False,True,False
2,3.49,1.0,3,0.013186139221097824,0.0007155269344781764,False,False,False,True,True,False,False,False,True,False,False,False,True
1,3.75,1.3,3,0.09812940815700705,0.003986507206378411,False,False,False,True,False,False,True,False,True,False,False,False,True
6,3.25,1.14,3,0.19584994378002657,0.07308596545027088,False,False,False,True,False,False,False,True,True,False,False,False,True
